trade_id,side,level_type,level_row,level_detected_at,entry_time,exit_time,entry_price,exit_price,take_profit,stop_loss,exit_reason,pnl,holding_minutes
183,short,support,668,2024-12-20 04:00:00,2024-12-20 14:03:00,2024-12-20 14:06:00,68.88,69.08,68.78,69.08,stop_loss,-0.2,3
184,short,support,639,2024-12-19 13:00:00,2024-12-20 17:41:00,2024-12-20 18:46:00,69.68,69.88,69.58,69.88,stop_loss,-0.2,65
185,long,resistance,659,2024-12-19 23:30:00,2024-12-23 10:51:00,2024-12-23 11:30:00,69.27,69.37,69.37,69.07,take_profit,0.1,39
186,long,resistance,674,2024-12-20 07:00:00,2024-12-23 11:50:00,2024-12-23 12:06:00,69.19,69.29,69.29,68.99,take_profit,0.1,16
187,long,resistance,688,2024-12-20 14:00:00,2024-12-23 14:50:00,2024-12-23 15:00:00,69.2,69.0,69.3,69.0,stop_loss,-0.2,10
188,long,resistance,634,2024-12-19 10:30:00,2024-12-26 07:00:00,2024-12-26 07:19:00,70.16,70.26,70.26,69.96,take_profit,0.1,19
189,long,resistance,562,2024-12-17 21:30:00,2024-12-26 17:11:00,2024-12-26 18:13:00,69.91,69.71,70.01,69.71,stop_loss,-0.2,62
190,long,resistance,535,2024-12-17 08:00:00,2024-12-30 07:00:00,2024-12-30 08:00:00,70.54,70.64,70.64,70.34,take_profit,0.1,60
191,long,resistance,489,2024-12-16 08:30:00,2024-12-30 19:00:00,2024-12-30 19:16:00,71.05,70.85,71.185,70.85,stop_loss,-0.2,16
192,long,resistance,448,2024-12-13 11:30:00,2024-12-30 19:26:00,2024-12-30 19:28:00,70.93,71.03,71.03,70.73,take_profit,0.1,2
193,short,support,233,2024-11-08 04:00:00,2024-12-31 07:08:00,2024-12-31 07:19:00,71.73,71.63,71.63,71.93,take_profit,0.1,11
194,short,support,220,2024-11-07 21:00:00,2024-12-31 18:04:00,2024-12-31 19:28:00,71.95,71.774,71.774,72.256,take_profit,0.176,84
195,long,resistance,216,2024-11-07 19:00:00,2025-01-03 09:20:00,2025-01-03 12:02:00,72.88,73.114,73.114,72.68,take_profit,0.234,162
196,short,support,41,2025-01-02 19:30:00,2025-01-03 12:23:00,2025-01-03 13:11:00,73.05,73.25,72.95,73.25,stop_loss,-0.2,48
197,long,resistance,51,2025-01-03 01:00:00,2025-01-06 18:30:00,2025-01-06 19:05:00,73.35,73.467,73.467,73.116,take_profit,0.117,35
198,long,resistance,55,2025-01-03 03:00:00,2025-01-06 20:08:00,2025-01-07 01:35:00,73.48,73.228,73.606,73.228,stop_loss,-0.252,327
199,short,support,107,2025-01-06 05:30:00,2025-01-07 10:04:00,2025-01-07 10:49:00,73.6,73.848,73.476,73.848,stop_loss,-0.248,45
200,long,resistance,122,2025-01-06 13:00:00,2025-01-08 07:12:00,2025-01-08 07:56:00,74.66,74.76,74.76,74.46,take_profit,0.1,44
201,long,resistance,86,2025-01-03 18:30:00,2025-01-08 14:34:00,2025-01-08 14:36:00,74.35,74.45,74.45,74.15,take_profit,0.1,2
202,long,resistance,96,2025-01-06 00:00:00,2025-01-08 14:46:00,2025-01-08 14:50:00,74.28,74.38,74.38,74.08,take_profit,0.1,4
203,long,resistance,168,2025-01-07 12:30:00,2025-01-08 15:21:00,2025-01-08 15:36:00,74.2,74.3755,74.3755,73.849,take_profit,0.1755,15
204,long,resistance,151,2025-01-07 04:00:00,2025-01-08 16:33:00,2025-01-08 17:29:00,73.5,73.23,73.635,73.23,stop_loss,-0.27,56
205,short,support,177,2025-01-07 17:00:00,2025-01-09 14:03:00,2025-01-09 14:20:00,73.81,73.642,73.642,74.01,take_profit,0.168,17
206,short,support,213,2025-01-08 11:30:00,2025-01-09 16:25:00,2025-01-09 19:26:00,74.26,73.94,73.94,74.46,take_profit,0.32,181
207,long,resistance,311,2024-10-10 18:00:00,2025-01-10 18:26:00,2025-01-10 19:13:00,76.22,76.553,76.553,75.554,take_profit,0.333,47
208,long,resistance,314,2025-01-10 15:00:00,2025-01-13 07:31:00,2025-01-13 08:33:00,77.86,78.274,78.274,77.395,take_profit,0.414,62
209,long,resistance,102,2024-08-15 08:00:00,2025-01-13 09:58:00,2025-01-13 10:08:00,77.55,77.829,77.829,76.992,take_profit,0.279,10
210,long,resistance,444,2024-08-26 14:30:00,2025-01-13 14:20:00,2025-01-13 14:50:00,77.6,77.834,77.834,77.132,take_profit,0.234,30
211,short,support,384,2025-01-14 03:00:00,2025-01-15 07:46:00,2025-01-15 07:57:00,78.37,78.09,78.09,78.57,take_profit,0.28,11
212,long,resistance,13,2024-08-13 10:30:00,2025-01-16 08:35:00,2025-01-16 08:43:00,80.15,79.95,80.348,79.95,stop_loss,-0.2,8
213,long,resistance,43,2024-08-14 02:00:00,2025-01-16 11:59:00,2025-01-16 14:25:00,79.1,79.946,79.946,78.63,take_profit,0.846,146
214,long,resistance,66,2024-08-14 13:30:00,2025-01-16 15:35:00,2025-01-16 15:54:00,78.78,79.068,79.068,78.58,take_profit,0.288,19
215,short,support,497,2025-01-16 12:30:00,2025-01-16 17:36:00,2025-01-16 18:23:00,78.98,78.7,78.7,79.18,take_profit,0.28,47
216,long,resistance,167,2024-10-07 16:30:00,2025-01-17 14:32:00,2025-01-17 14:38:00,77.22,77.517,77.517,76.93,take_profit,0.297,6
217,short,support,506,2025-01-16 17:00:00,2025-01-17 15:01:00,2025-01-17 15:06:00,77.87,77.71,77.71,78.19,take_profit,0.16,5
218,short,support,347,2025-01-13 08:00:00,2025-01-17 16:55:00,2025-01-17 17:31:00,77.67,77.438,77.438,77.87,take_profit,0.232,36
219,short,support,430,2025-01-15 02:30:00,2025-01-20 08:10:00,2025-01-20 08:16:00,77.38,77.28,77.28,77.58,take_profit,0.1,6
220,long,resistance,486,2024-08-27 12:00:00,2025-01-20 08:46:00,2025-01-20 09:21:00,77.09,77.19,77.19,76.89,take_profit,0.1,35
221,short,support,546,2025-01-17 13:30:00,2025-01-20 11:52:00,2025-01-20 12:42:00,77.23,77.518,76.99,77.518,stop_loss,-0.288,50
222,long,resistance,619,2024-08-30 08:00:00,2025-01-21 07:02:00,2025-01-21 07:15:00,76.59,76.39,76.734,76.39,stop_loss,-0.2,13
223,short,support,607,2025-01-20 23:30:00,2025-01-21 16:18:00,2025-01-21 18:23:00,76.25,75.706,75.706,76.556,take_profit,0.544,125
224,short,support,671,2025-01-22 08:00:00,2025-01-23 07:50:00,2025-01-23 08:29:00,75.28,75.4825,75.1787,75.4825,stop_loss,-0.2025,39
225,short,support,688,2025-01-22 16:30:00,2025-01-23 10:22:00,2025-01-23 11:00:00,75.32,75.648,75.156,75.648,stop_loss,-0.328,38
226,long,resistance,189,2025-01-07 23:30:00,2025-01-23 16:31:00,2025-01-23 16:39:00,74.78,74.555,74.8925,74.555,stop_loss,-0.225,8
227,long,resistance,271,2025-01-09 17:00:00,2025-01-23 20:47:00,2025-01-24 02:06:00,74.26,74.4625,74.4625,73.855,take_profit,0.2025,319
228,short,support,712,2025-01-23 05:00:00,2025-01-24 12:37:00,2025-01-24 13:37:00,75.16,74.932,74.932,75.616,take_profit,0.228,60
229,short,support,632,2025-01-21 12:00:00,2025-01-24 14:36:00,2025-01-24 14:45:00,75.2,74.988,74.988,75.624,take_profit,0.212,9
230,short,support,767,2025-01-24 09:00:00,2025-01-27 08:04:00,2025-01-27 08:33:00,74.43,74.63,74.33,74.63,stop_loss,-0.2,29
231,long,resistance,804,2025-01-27 04:00:00,2025-01-27 14:25:00,2025-01-27 14:30:00,74.25,74.35,74.35,74.05,take_profit,0.1,5
232,long,resistance,245,2025-01-09 04:00:00,2025-01-27 16:17:00,2025-01-27 16:21:00,73.28,73.38,73.38,73.08,take_profit,0.1,4
233,short,support,161,2025-01-07 09:00:00,2025-01-27 19:20:00,2025-01-27 19:28:00,73.11,73.31,73.01,73.31,stop_loss,-0.2,8
234,short,support,134,2025-01-06 19:00:00,2025-01-27 19:28:00,2025-01-27 19:32:00,73.2,73.1,73.1,73.4,take_profit,0.1,4
235,short,support,249,2025-01-09 06:00:00,2025-01-27 19:35:00,2025-01-27 19:59:00,73.13,73.03,73.03,73.33,take_profit,0.1,24
236,long,resistance,847,2025-01-28 02:00:00,2025-01-28 10:32:00,2025-01-28 10:45:00,73.36,73.468,73.468,73.16,take_profit,0.108,13
237,short,support,809,2025-01-27 06:30:00,2025-01-28 13:09:00,2025-01-28 13:23:00,73.94,74.14,73.836,74.14,stop_loss,-0.2,14
238,short,support,745,2025-01-23 21:30:00,2025-01-28 13:23:00,2025-01-28 13:47:00,74.14,73.98,73.98,74.34,take_profit,0.16,24
239,short,support,897,2025-01-29 03:30:00,2025-01-29 12:36:00,2025-01-29 12:41:00,73.56,73.46,73.46,73.76,take_profit,0.1,5
240,short,support,69,2025-01-03 10:00:00,2025-01-30 07:04:00,2025-01-30 07:11:00,72.74,72.64,72.64,72.94,take_profit,0.1,7
241,long,resistance,772,2024-09-24 10:30:00,2025-01-30 08:48:00,2025-01-30 08:53:00,72.36,72.46,72.46,72.16,take_profit,0.1,5
242,long,resistance,183,2024-11-07 02:30:00,2025-01-30 09:33:00,2025-01-30 09:55:00,72.29,72.083,72.3935,72.083,stop_loss,-0.207,22
243,short,support,831,2025-01-27 17:30:00,2025-01-30 10:53:00,2025-01-30 11:02:00,72.38,72.58,72.124,72.58,stop_loss,-0.2,9
244,short,support,943,2025-01-30 03:00:00,2025-01-30 11:02:00,2025-01-30 11:41:00,72.6,72.8,72.424,72.8,stop_loss,-0.2,39
245,short,support,241,2025-01-09 02:00:00,2025-01-30 14:14:00,2025-01-30 14:17:00,72.84,72.74,72.74,73.04,take_profit,0.1,3
246,short,support,64,2025-01-03 07:30:00,2025-01-30 14:34:00,2025-01-30 14:36:00,73.08,72.98,72.98,73.28,take_profit,0.1,2
247,long,resistance,951,2025-01-30 07:00:00,2025-01-30 17:56:00,2025-01-30 18:05:00,72.74,72.866,72.866,72.54,take_profit,0.126,9
248,long,resistance,263,2025-01-09 13:00:00,2025-02-03 09:15:00,2025-02-03 09:17:00,73.75,73.894,73.894,73.55,take_profit,0.144,2
249,long,resistance,969,2025-01-30 16:00:00,2025-02-03 14:32:00,2025-02-03 14:33:00,73.55,73.73,73.73,73.35,take_profit,0.18,1
250,long,resistance,1012,2025-01-31 14:00:00,2025-02-03 15:19:00,2025-02-03 15:21:00,73.12,72.92,73.22,72.92,stop_loss,-0.2,2
251,long,resistance,752,2024-10-24 03:30:00,2025-02-04 08:15:00,2025-02-04 08:20:00,71.8,71.9,71.9,71.6,take_profit,0.1,5
252,long,resistance,940,2024-12-31 02:00:00,2025-02-04 09:00:00,2025-02-04 09:01:00,71.6,71.7,71.7,71.4,take_profit,0.1,1
253,short,support,957,2025-01-30 10:00:00,2025-02-04 10:01:00,2025-02-04 10:06:00,72.02,71.912,71.912,72.236,take_profit,0.108,5
254,long,resistance,727,2024-11-22 16:00:00,2025-02-04 13:59:00,2025-02-04 14:01:00,71.21,71.01,71.381,71.01,stop_loss,-0.2,2
255,short,support,46,2025-02-03 22:00:00,2025-02-04 14:45:00,2025-02-04 14:46:00,72.23,72.094,72.094,72.43,take_profit,0.136,1
256,short,support,965,2025-01-30 14:00:00,2025-02-04 14:46:00,2025-02-04 14:47:00,72.29,72.49,72.19,72.49,stop_loss,-0.2,1
257,short,support,956,2024-12-31 10:00:00,2025-02-06 07:00:00,2025-02-06 07:42:00,71.35,71.25,71.25,71.55,take_profit,0.1,42
258,long,resistance,157,2025-02-06 07:00:00,2025-02-06 12:07:00,2025-02-06 12:21:00,71.39,71.49,71.49,71.19,take_profit,0.1,14
259,long,resistance,881,2024-12-27 19:30:00,2025-02-06 15:00:00,2025-02-06 15:01:00,70.75,70.85,70.85,70.55,take_profit,0.1,1
260,short,support,935,2024-12-30 23:30:00,2025-02-07 07:00:00,2025-02-07 08:00:00,71.08,70.98,70.98,71.28,take_profit,0.1,60
261,short,support,142,2025-02-05 23:30:00,2025-02-07 09:36:00,2025-02-07 09:54:00,71.04,71.24,70.94,71.24,stop_loss,-0.2,18
262,long,resistance,198,2025-02-07 04:00:00,2025-02-07 11:33:00,2025-02-07 11:46:00,70.99,71.09,71.09,70.79,take_profit,0.1,13
263,short,support,130,2025-02-05 17:00:00,2025-02-07 19:04:00,2025-02-07 19:16:00,70.98,71.18,70.88,71.18,stop_loss,-0.2,12
264,long,resistance,165,2025-02-06 11:00:00,2025-02-10 15:35:00,2025-02-10 15:44:00,71.79,71.89,71.89,71.59,take_profit,0.1,9
265,long,resistance,272,2025-02-10 17:30:00,2025-02-12 08:45:00,2025-02-12 09:43:00,72.54,72.64,72.64,72.34,take_profit,0.1,58
266,short,support,928,2024-12-30 19:30:00,2025-02-13 08:00:00,2025-02-13 08:09:00,70.78,70.68,70.68,70.98,take_profit,0.1,9
267,long,resistance,865,2024-12-27 11:30:00,2025-02-13 10:50:00,2025-02-13 11:06:00,70.32,70.42,70.42,70.12,take_profit,0.1,16
268,short,support,224,2025-02-07 17:00:00,2025-02-13 11:59:00,2025-02-13 12:19:00,70.6,70.5,70.5,70.8,take_profit,0.1,20
269,short,support,375,2025-02-12 22:00:00,2025-02-13 14:58:00,2025-02-13 15:04:00,71.17,71.07,71.07,71.37,take_profit,0.1,6
270,long,resistance,397,2025-02-13 09:30:00,2025-02-14 15:35:00,2025-02-14 16:10:00,71.06,70.86,71.186,70.86,stop_loss,-0.2,35
271,long,resistance,391,2025-02-13 06:30:00,2025-02-14 16:17:00,2025-02-14 16:40:00,70.83,70.93,70.93,70.63,take_profit,0.1,23
272,short,support,315,2025-02-11 15:30:00,2025-02-19 14:21:00,2025-02-19 14:54:00,72.84,72.74,72.74,73.04,take_profit,0.1,33
273,long,resistance,579,2025-02-19 09:00:00,2025-02-19 16:13:00,2025-02-19 16:22:00,72.46,72.56,72.56,72.26,take_profit,0.1,9
274,long,resistance,565,2025-02-19 02:00:00,2025-02-19 18:32:00,2025-02-20 01:29:00,72.07,71.87,72.268,71.87,stop_loss,-0.2,417
275,short,support,276,2025-02-10 19:30:00,2025-02-20 07:11:00,2025-02-20 07:36:00,72.13,72.33,72.03,72.33,stop_loss,-0.2,25
276,short,support,343,2025-02-12 06:00:00,2025-02-20 16:31:00,2025-02-20 16:35:00,72.96,72.86,72.86,73.16,take_profit,0.1,4
277,short,support,856,2024-12-27 07:00:00,2025-02-27 12:16:00,2025-02-27 12:30:00,69.5,69.4,69.4,69.7,take_profit,0.1,14
278,short,support,884,2024-12-27 21:00:00,2025-02-27 15:22:00,2025-02-27 15:40:00,70.15,70.05,70.05,70.35,take_profit,0.1,18
279,short,support,706,2025-02-24 02:00:00,2025-02-27 15:44:00,2025-02-27 16:29:00,70.1,70.0,70.0,70.3,take_profit,0.1,45
280,short,support,712,2025-02-24 05:00:00,2025-02-27 16:48:00,2025-02-27 17:00:00,70.14,70.04,70.04,70.34,take_profit,0.1,12
281,short,support,729,2025-02-24 13:30:00,2025-02-27 17:02:00,2025-02-27 17:43:00,70.18,70.38,70.08,70.38,stop_loss,-0.2,41
282,short,support,400,2025-02-13 11:00:00,2025-02-27 18:00:00,2025-02-27 18:06:00,70.22,70.12,70.12,70.42,take_profit,0.1,6
283,short,support,908,2025-02-28 09:00:00,2025-02-28 14:37:00,2025-02-28 14:58:00,69.45,69.282,69.282,69.65,take_profit,0.168,21
284,long,resistance,698,2024-12-20 19:00:00,2025-03-03 07:03:00,2025-03-03 07:17:00,69.85,69.95,69.95,69.65,take_profit,0.1,14
285,short,support,61,2025-03-04 06:00:00,2025-03-04 10:49:00,2025-03-04 11:08:00,67.76,67.968,67.656,67.968,stop_loss,-0.208,19
286,short,support,53,2025-03-04 02:00:00,2025-03-04 11:08:00,2025-03-04 11:20:00,67.96,67.86,67.86,68.16,take_profit,0.1,12
287,short,support,307,2024-12-10 11:30:00,2025-03-04 13:31:00,2025-03-04 13:33:00,67.72,67.6,67.6,67.96,take_profit,0.12,2
288,long,resistance,514,2024-11-18 03:30:00,2025-03-04 15:22:00,2025-03-04 16:40:00,67.28,67.64,67.64,67.08,take_profit,0.36,78
289,short,support,498,2024-11-15 19:00:00,2025-03-06 07:01:00,2025-03-06 08:31:00,66.82,66.5,66.5,67.02,take_profit,0.32,90
290,short,support,866,2024-10-28 13:30:00,2025-03-06 12:26:00,2025-03-06 12:32:00,66.92,66.82,66.82,67.12,take_profit,0.1,6
291,short,support,368,2024-09-11 20:00:00,2025-03-06 15:05:00,2025-03-06 15:07:00,67.05,66.946,66.946,67.257,take_profit,0.104,2
292,short,support,75,2025-03-04 13:00:00,2025-03-07 08:31:00,2025-03-07 09:03:00,67.09,67.29,66.99,67.29,stop_loss,-0.2,32
293,long,resistance,149,2025-03-06 03:00:00,2025-03-07 18:34:00,2025-03-07 19:17:00,66.86,67.22,67.22,66.66,take_profit,0.36,43
294,long,resistance,196,2025-03-07 03:00:00,2025-03-10 14:28:00,2025-03-10 14:34:00,66.57,66.37,66.831,66.37,stop_loss,-0.2,6
295,short,support,269,2025-03-10 15:00:00,2025-03-11 08:51:00,2025-03-11 09:44:00,66.37,66.57,66.186,66.57,stop_loss,-0.2,53
296,short,support,239,2025-03-10 00:00:00,2025-03-11 10:13:00,2025-03-11 10:23:00,66.5,66.7,66.396,66.7,stop_loss,-0.2,10
297,long,resistance,265,2025-03-10 13:00:00,2025-03-13 09:16:00,2025-03-13 09:30:00,67.6,67.4,67.744,67.4,stop_loss,-0.2,14
298,short,support,393,2025-03-13 06:30:00,2025-03-14 07:03:00,2025-03-14 07:21:00,67.4,67.3,67.3,67.6,take_profit,0.1,18
299,long,resistance,434,2025-03-14 03:30:00,2025-03-14 10:45:00,2025-03-14 11:14:00,67.14,67.266,67.266,66.94,take_profit,0.126,29
300,short,support,401,2025-03-13 10:30:00,2025-03-14 15:05:00,2025-03-14 15:10:00,67.11,67.01,67.01,67.31,take_profit,0.1,5
301,long,resistance,362,2025-03-12 14:30:00,2025-03-17 13:26:00,2025-03-17 13:34:00,67.76,67.922,67.922,67.56,take_profit,0.162,8
302,long,resistance,442,2025-03-14 07:30:00,2025-03-17 16:53:00,2025-03-17 17:17:00,67.41,67.581,67.581,67.21,take_profit,0.171,24
303,short,support,482,2025-03-17 04:00:00,2025-03-17 18:00:00,2025-03-17 18:01:00,67.52,67.72,67.42,67.72,stop_loss,-0.2,1
304,long,resistance,397,2025-03-13 08:30:00,2025-03-18 13:10:00,2025-03-18 13:57:00,67.94,67.74,68.04,67.74,stop_loss,-0.2,47
305,long,resistance,527,2025-03-18 03:00:00,2025-03-18 14:52:00,2025-03-18 15:07:00,67.64,67.44,67.748,67.44,stop_loss,-0.2,15
306,short,support,556,2025-03-18 17:30:00,2025-03-19 07:18:00,2025-03-19 08:02:00,66.57,66.47,66.47,66.77,take_profit,0.1,44
307,short,support,571,2025-03-19 01:30:00,2025-03-19 10:06:00,2025-03-19 10:43:00,66.43,66.63,66.33,66.63,stop_loss,-0.2,37
308,long,resistance,221,2025-03-07 15:30:00,2025-03-21 07:02:00,2025-03-21 08:07:00,68.22,68.32,68.32,68.02,take_profit,0.1,65
309,short,support,667,2025-03-21 02:30:00,2025-03-21 14:56:00,2025-03-21 15:10:00,68.31,68.21,68.21,68.51,take_profit,0.1,14
310,short,support,783,2025-02-25 17:00:00,2025-03-24 10:01:00,2025-03-24 10:52:00,68.68,68.88,68.58,68.88,stop_loss,-0.2,51
311,long,resistance,477,2025-03-17 01:30:00,2025-03-24 13:09:00,2025-03-24 13:22:00,68.37,68.47,68.47,68.17,take_profit,0.1,13
312,long,resistance,542,2025-03-18 10:30:00,2025-03-24 13:31:00,2025-03-24 13:42:00,68.5,68.6,68.6,68.3,take_profit,0.1,11
313,short,support,34,2025-03-03 16:00:00,2025-03-24 14:50:00,2025-03-24 15:00:00,69.15,68.99,68.99,69.35,take_profit,0.16,10
314,short,support,21,2025-03-03 09:30:00,2025-03-24 15:33:00,2025-03-24 15:36:00,69.26,69.16,69.16,69.46,take_profit,0.1,3
315,long,resistance,856,2025-02-27 06:30:00,2025-03-24 17:26:00,2025-03-24 17:35:00,68.84,68.94,68.94,68.64,take_profit,0.1,9
316,long,resistance,732,2025-03-24 11:30:00,2025-03-24 17:45:00,2025-03-24 18:07:00,68.92,69.02,69.02,68.72,take_profit,0.1,22
317,long,resistance,749,2025-03-24 20:00:00,2025-03-25 14:47:00,2025-03-25 14:58:00,69.27,69.07,69.37,69.07,stop_loss,-0.2,11
318,long,resistance,807,2025-02-26 05:30:00,2025-03-26 08:07:00,2025-03-26 08:33:00,69.19,69.29,69.29,68.99,take_profit,0.1,26
319,short,support,839,2025-03-26 18:00:00,2025-03-28 18:15:00,2025-03-28 18:45:00,69.45,69.35,69.35,69.65,take_profit,0.1,30
320,short,support,865,2025-03-27 07:30:00,2025-03-31 07:30:00,2025-03-31 07:34:00,69.38,69.28,69.28,69.58,take_profit,0.1,4
321,short,support,909,2025-03-28 06:00:00,2025-03-31 07:47:00,2025-03-31 07:59:00,69.64,69.84,69.54,69.84,stop_loss,-0.2,12
322,short,support,751,2025-02-25 01:00:00,2025-03-31 14:15:00,2025-03-31 14:33:00,70.71,70.91,70.61,70.91,stop_loss,-0.2,18
323,short,support,562,2025-02-19 00:30:00,2025-03-31 16:38:00,2025-03-31 17:02:00,71.69,71.59,71.59,71.89,take_profit,0.1,24
324,short,support,570,2025-02-19 04:30:00,2025-04-01 10:03:00,2025-04-01 10:18:00,71.81,72.01,71.71,72.01,stop_loss,-0.2,15
325,short,support,673,2025-02-21 09:00:00,2025-04-01 13:44:00,2025-04-01 13:47:00,71.87,72.07,71.77,72.07,stop_loss,-0.2,3
326,long,resistance,34,2025-04-01 17:00:00,2025-04-01 17:26:00,2025-04-01 18:17:00,71.27,71.07,71.378,71.07,stop_loss,-0.2,51
327,short,support,10,2025-04-01 05:00:00,2025-04-02 08:50:00,2025-04-02 09:37:00,71.12,71.32,71.02,71.32,stop_loss,-0.2,47
328,short,support,17,2025-04-01 08:30:00,2025-04-02 09:37:00,2025-04-02 09:50:00,71.29,71.19,71.19,71.49,take_profit,0.1,13
329,short,support,26,2025-04-01 13:00:00,2025-04-02 13:34:00,2025-04-02 13:45:00,71.16,71.06,71.06,71.36,take_profit,0.1,11
330,long,resistance,45,2025-04-01 23:00:00,2025-04-02 20:34:00,2025-04-02 20:36:00,71.34,71.44,71.44,71.14,take_profit,0.1,2
331,long,resistance,849,2025-02-27 03:00:00,2025-04-03 09:35:00,2025-04-03 09:36:00,68.9,69.0,69.0,68.7,take_profit,0.1,1
332,long,resistance,698,2025-03-21 18:00:00,2025-04-03 10:45:00,2025-04-03 11:12:00,68.41,68.21,68.51,68.21,stop_loss,-0.2,27
333,short,support,637,2025-03-20 11:00:00,2025-04-03 16:15:00,2025-04-03 16:21:00,66.78,66.66,66.66,66.98,take_profit,0.12,6
334,short,support,163,2025-04-04 11:00:00,2025-04-07 11:02:00,2025-04-07 14:10:00,60.45,61.89,59.73,61.89,stop_loss,-1.44,188
335,short,support,157,2025-04-04 08:00:00,2025-04-07 17:00:00,2025-04-07 17:01:00,60.81,61.386,60.522,61.386,stop_loss,-0.576,1
336,short,support,285,2025-04-09 01:30:00,2025-04-09 17:19:00,2025-04-09 17:20:00,56.76,57.93,55.448,57.93,stop_loss,-1.17,1
337,short,support,177,2025-04-06 18:30:00,2025-04-09 17:21:00,2025-04-09 18:23:00,59.55,62.583,57.318,62.583,stop_loss,-3.033,62
338,short,support,340,2025-04-10 05:30:00,2025-04-10 15:36:00,2025-04-10 15:52:00,60.13,59.666,59.666,61.058,take_profit,0.464,16
339,short,support,324,2025-04-09 21:30:00,2025-04-11 17:39:00,2025-04-11 17:54:00,61.59,61.842,61.142,61.842,stop_loss,-0.252,15
340,long,resistance,428,2025-04-14 02:30:00,2025-04-14 13:54:00,2025-04-14 14:01:00,61.75,61.55,61.858,61.55,stop_loss,-0.2,7
341,short,support,469,2025-04-14 23:30:00,2025-04-15 13:20:00,2025-04-15 13:49:00,61.54,61.74,61.22,61.74,stop_loss,-0.2,29
342,short,support,516,2025-04-15 23:30:00,2025-04-16 07:38:00,2025-04-16 07:54:00,61.09,60.978,60.978,61.314,take_profit,0.112,16
343,long,resistance,336,2025-04-10 03:30:00,2025-04-16 18:00:00,2025-04-16 18:54:00,62.28,62.64,62.64,61.59,take_profit,0.36,54
344,long,resistance,173,2025-04-04 16:00:00,2025-04-17 07:09:00,2025-04-17 10:05:00,62.92,63.1855,63.1855,62.389,take_profit,0.2655,176
345,long,resistance,527,2025-04-16 05:00:00,2025-04-21 10:06:00,2025-04-21 10:11:00,62.17,62.27,62.27,61.97,take_profit,0.1,5
346,long,resistance,568,2025-04-17 02:00:00,2025-04-22 18:58:00,2025-04-23 06:13:00,63.51,64.554,64.554,62.93,take_profit,1.044,675
347,long,resistance,642,2025-04-21 15:30:00,2025-04-23 12:35:00,2025-04-23 12:36:00,62.88,62.98,62.98,62.68,take_profit,0.1,1
348,long,resistance,438,2025-04-14 07:30:00,2025-04-23 15:01:00,2025-04-23 15:02:00,62.68,62.32,62.86,62.32,stop_loss,-0.36,1
349,long,resistance,404,2025-04-11 14:00:00,2025-04-23 15:24:00,2025-04-23 15:41:00,61.87,62.14,62.14,61.59,take_profit,0.27,17
350,long,resistance,463,2025-04-14 20:30:00,2025-04-23 15:51:00,2025-04-23 16:28:00,61.87,62.14,62.14,61.59,take_profit,0.27,37
351,long,resistance,491,2025-04-15 10:30:00,2025-04-23 17:51:00,2025-04-23 17:53:00,61.83,61.938,61.938,61.614,take_profit,0.108,2
352,short,support,678,2025-04-22 10:00:00,2025-04-24 07:08:00,2025-04-24 08:29:00,62.93,62.814,62.814,63.162,take_profit,0.116,81
353,short,support,658,2025-04-22 00:00:00,2025-04-24 08:47:00,2025-04-24 09:40:00,62.74,62.405,62.405,62.94,take_profit,0.335,53
354,long,resistance,748,2025-04-23 22:00:00,2025-04-24 14:41:00,2025-04-24 14:48:00,62.54,62.288,62.666,62.288,stop_loss,-0.252,7
355,long,resistance,788,2025-04-24 18:30:00,2025-04-25 07:56:00,2025-04-25 08:07:00,62.88,62.98,62.98,62.68,take_profit,0.1,11
356,long,resistance,455,2025-04-14 16:00:00,2025-04-28 16:48:00,2025-04-28 17:10:00,61.7,61.5,61.8,61.5,stop_loss,-0.2,22
357,short,support,623,2025-04-21 06:00:00,2025-04-28 18:27:00,2025-04-29 02:51:00,62.07,61.766,61.766,62.27,take_profit,0.304,504
358,short,support,927,2025-04-29 17:00:00,2025-04-30 09:59:00,2025-04-30 12:36:00,60.12,59.664,59.664,61.032,take_profit,0.456,157
359,long,resistance,302,2025-04-09 10:00:00,2025-04-30 16:46:00,2025-04-30 17:08:00,58.06,58.249,58.249,57.682,take_profit,0.189,22
360,long,resistance,290,2025-04-09 04:00:00,2025-04-30 17:59:00,2025-05-01 09:54:00,58.27,56.76,60.988,56.76,stop_loss,-1.51,955
361,short,support,983,2025-04-30 22:00:00,2025-05-01 13:26:00,2025-05-01 13:30:00,58.13,58.33,57.81,58.33,stop_loss,-0.2,4
362,short,support,350,2025-04-10 10:30:00,2025-05-01 13:44:00,2025-05-01 15:55:00,58.76,58.256,58.256,59.768,take_profit,0.504,131
363,short,support,950,2025-04-30 05:00:00,2025-05-01 18:21:00,2025-05-01 22:09:00,59.19,58.846,58.846,59.878,take_profit,0.344,228
364,short,support,59,2025-05-02 10:00:00,2025-05-06 09:04:00,2025-05-06 13:22:00,58.67,59.417,58.238,59.417,stop_loss,-0.747,258
365,short,support,943,2025-04-30 01:30:00,2025-05-06 14:01:00,2025-05-06 16:16:00,59.53,59.836,59.258,59.836,stop_loss,-0.306,135
